State,Year,Age,Total
Kelantan,2019,35 to 39,81100
Kelantan,2019,40 to 44,65700
Kelantan,2019,45 to 49,62700
Kelantan,2019,50 to 54,60600
Kelantan,2019,55 to 59,46700
Kelantan,2019,60 to 64,19000
Kelantan,2020,15 to 19,18800
Kelantan,2020,20 to 24,95300
Kelantan,2020,25 to 29,150400
Kelantan,2020,30 to 34,94000
Kelantan,2020,35 to 39,85400
Kelantan,2020,40 to 44,68900
Kelantan,2020,45 to 49,64400
Kelantan,2020,50 to 54,61300
Kelantan,2020,55 to 59,50400
Kelantan,2020,60 to 64,22200
Kelantan,2021,15 to 19,14300
Kelantan,2021,20 to 24,86800
Kelantan,2021,25 to 29,170500
Kelantan,2021,30 to 34,102700
Kelantan,2021,35 to 39,88700
Kelantan,2021,40 to 44,69100
Kelantan,2021,45 to 49,59100
Kelantan,2021,50 to 54,53600
Kelantan,2021,55 to 59,44200
Kelantan,2021,60 to 64,31000
Melaka,1982,15 to 19,21900
Melaka,1982,20 to 24,33800
Melaka,1982,25 to 29,28000
Melaka,1982,30 to 34,21300
Melaka,1982,35 to 39,19600
Melaka,1982,40 to 44,13900
Melaka,1982,45 to 49,14300
Melaka,1982,50 to 54,10800
Melaka,1982,55 to 59,6300
Melaka,1982,60 to 64,4100
Melaka,1983,15 to 19,19800
Melaka,1983,20 to 24,28500
Melaka,1983,25 to 29,27400
Melaka,1983,30 to 34,24900
Melaka,1983,35 to 39,16900
Melaka,1983,40 to 44,19200
Melaka,1983,45 to 49,13200
Melaka,1983,50 to 54,12100
Melaka,1983,55 to 59,5200
Melaka,1983,60 to 64,3100
Melaka,1984,15 to 19,19600
Melaka,1984,20 to 24,33400
Melaka,1984,25 to 29,26300
Melaka,1984,30 to 34,18600
Melaka,1984,35 to 39,19800
Melaka,1984,40 to 44,17000
Melaka,1984,45 to 49,14700
Melaka,1984,50 to 54,12000
Melaka,1984,55 to 59,6700
Melaka,1984,60 to 64,3700
Melaka,1985,15 to 19,19900
Melaka,1985,20 to 24,39500
Melaka,1985,25 to 29,27600
Melaka,1985,30 to 34,20700
Melaka,1985,35 to 39,18600
Melaka,1985,40 to 44,16000
Melaka,1985,45 to 49,14300
Melaka,1985,50 to 54,10500
Melaka,1985,55 to 59,8000
Melaka,1985,60 to 64,5100
Melaka,1986,15 to 19,22800
Melaka,1986,20 to 24,38200
Melaka,1986,25 to 29,27800
Melaka,1986,30 to 34,24700
Melaka,1986,35 to 39,19800
Melaka,1986,40 to 44,15000
Melaka,1986,45 to 49,15100
Melaka,1986,50 to 54,11000
Melaka,1986,55 to 59,7700
Melaka,1986,60 to 64,5600
Melaka,1987,15 to 19,21000
Melaka,1987,20 to 24,35500
Melaka,1987,25 to 29,28600
Melaka,1987,30 to 34,25000
Melaka,1987,35 to 39,21600
Melaka,1987,40 to 44,19500
Melaka,1987,45 to 49,16500
Melaka,1987,50 to 54,12600
Melaka,1987,55 to 59,7300
Melaka,1987,60 to 64,4500
Melaka,1988,15 to 19,20400
Melaka,1988,20 to 24,36400
Melaka,1988,25 to 29,27600
Melaka,1988,30 to 34,24200
Melaka,1988,35 to 39,22800
Melaka,1988,40 to 44,21500
Melaka,1988,45 to 49,15600
Melaka,1988,50 to 54,11300
Melaka,1988,55 to 59,6200
Melaka,1988,60 to 64,4900
Melaka,1989,15 to 19,18800
Melaka,1989,20 to 24,38800
Melaka,1989,25 to 29,32400
Melaka,1989,30 to 34,26200
Melaka,1989,35 to 39,22600
Melaka,1989,40 to 44,19000
Melaka,1989,45 to 49,14100
Melaka,1989,50 to 54,12400
Melaka,1989,55 to 59,7400
Melaka,1989,60 to 64,6100
Melaka,1990,15 to 19,19200
Melaka,1990,20 to 24,34700
Melaka,1990,25 to 29,31500
Melaka,1990,30 to 34,26400
Melaka,1990,35 to 39,19400
Melaka,1990,40 to 44,16500
Melaka,1990,45 to 49,14200
Melaka,1990,50 to 54,14600
